id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
244,39.0,admin.,single,secondary,Lisboa,no,4039.0,yes,no,unknown,20,may,140,1.0,-1,0.0,unknown,no
245,51.0,management,married,tertiary,,no,248.0,yes,yes,cellular,17,nov,139,2.0,126,3.0,failure,no
246,37.0,administrator,single,secondary,,no,3049.0,yes,y,unknown,29,may,153,1.0,-1,0.0,unknown,no
247,47.0,admin.,married,secondary,Amadora,no,-1091.0,yes,yes,cellular,31,jul,153,4.0,-1,0.0,unknown,no
248,33.0,blue-collar,single,secondary,Porto,no,2202.0,yes,no,cellular,20,apr,372,2.0,-1,0.0,unknown,no
249,53.0,,divorced,tertiary,Lisboa,no,647.0,yes,no,unknown,16,may,512,6.0,-1,0.0,unknown,no
250,28.0,student,married,tertiary,Lisboa,no,1.0,no,n,cellular,15,jul,92,4.0,-1,0.0,unknown,no
251,33.0,technician,single,tertiary,,no,154.0,no,no,cellular,4,jun,111,2.0,78,2.0,failure,no
252,31.0,technician,married,secondary,Coimbra,no,-119.0,yes,no,cellular,18,may,9,5.0,-1,0.0,unknown,no
253,40.0,management,single,tertiary,,no,1509.0,no,n,cellular,12,may,333,1.0,58,3.0,failure,no
254,42.0,blue-collar,married,primary,,no,-336.0,yes,no,telephone,15,may,12,6.0,-1,0.0,unknown,no
255,38.0,housemaid,single,tertiary,,no,0.0,no,n,cellular,3,jun,137,3.0,-1,0.0,unknown,no
256,39.0,blue-collar,married,secondary,Porto,no,971.0,yes,yes,unknown,1,jul,471,3.0,-1,0.0,unknown,no
257,40.0,self-employed,married,tertiary,,no,1498.0,no,n,cellular,4,feb,62,1.0,-1,0.0,unknown,no
258,44.0,management,married,tertiary,Amadora,no,226.0,yes,no,cellular,17,nov,76,3.0,-1,0.0,unknown,no
259,32.0,blue-collar,married,secondary,,no,,yes,n,cellular,14,nov,132,1.0,-1,0.0,unknown,yes
260,23.0,blue-collar,single,primary,Lisboa,no,382.0,no,n,cellular,15,jun,74,1.0,108,1.0,other,no
261,51.0,,single,primary,,no,60.0,no,no,unknown,3,jul,93,1.0,-1,0.0,unknown,no
262,33.0,administrator,married,secondary,,no,1521.0,yes,n,cellular,14,may,222,1.0,-1,0.0,unknown,no
263,50.0,blue-collar,married,secondary,Lisboa,no,283.0,yes,n,cellular,7,aug,226,3.0,-1,0.0,unknown,no
264,39.0,blue-collar,married,primary,,no,4.0,yes,n,cellular,19,nov,206,5.0,-1,0.0,unknown,no
265,38.0,,single,secondary,,no,895.0,yes,no,cellular,12,may,-5,1.0,-1,0.0,unknown,yes
266,56.0,technician,married,tertiary,Amadora,no,52.0,no,n,unknown,20,jun,191,3.0,-1,0.0,unknown,no
267,,management,single,tertiary,,no,2306.0,no,no,cellular,18,aug,86,7.0,-1,0.0,unknown,no
268,36.0,blue-collar,married,primary,Porto,no,1580.0,yes,no,cellular,14,jul,615,3.0,-1,0.0,unknown,no
269,60.0,retired,married,secondary,Lisboa,no,1853.0,no,no,cellular,11,aug,408,1.0,-1,0.0,unknown,yes
270,31.0,management,married,tertiary,,no,351.0,no,no,cellular,21,aug,165,3.0,-1,0.0,unknown,no
271,46.0,technician,divorced,secondary,Porto,no,129.0,no,no,unknown,25,jun,75,2.0,-1,0.0,unknown,no
272,38.0,blue-collar,married,primary,,no,2569.0,no,n,unknown,9,jun,172,1.0,-1,0.0,unknown,no
273,49.0,technician,single,secondary,Porto,no,0.0,yes,no,unknown,20,may,484,2.0,-1,0.0,unknown,no
274,42.0,technician,single,tertiary,,no,2157.0,yes,y,unknown,15,may,260,1.0,-1,0.0,unknown,no
275,36.0,management,married,tertiary,,no,1594.0,yes,n,,31,jul,544,5.0,-1,0.0,unknown,no
276,54.0,blue-collar,married,secondary,,no,1777.0,yes,n,cellular,18,may,13,5.0,178,6.0,success,no
277,33.0,technician,single,tertiary,Lisboa,no,6127.0,no,no,cellular,8,aug,127,3.0,-1,0.0,unknown,no
278,37.0,housemaid,married,primary,Lisboa,no,94.0,yes,no,cellular,20,apr,114,2.0,-1,0.0,unknown,no
279,47.0,management,married,tertiary,Lisboa,no,0.0,yes,n,telephone,6,feb,138,4.0,9,2.0,other,no
280,42.0,blue-collar,married,primary,Lisboa,no,792.0,yes,y,cellular,19,nov,611,2.0,175,12.0,other,no
281,36.0,blue-collar,married,primary,,no,8326.0,yes,no,unknown,27,may,20,4.0,-1,0.0,unknown,no
282,40.0,blue-collar,married,primary,Lisboa,no,57.0,yes,no,cellular,31,jul,1007,9.0,-1,0.0,unknown,yes
283,48.0,unemployed,married,primary,Amadora,no,296.0,yes,no,unknown,9,may,164,8.0,-1,0.0,unknown,no
284,45.0,entrepreneur,divorced,tertiary,,no,1273.0,yes,yes,cellular,20,nov,206,2.0,162,3.0,failure,no
285,29.0,blue-collar,married,secondary,Amadora,no,177.0,yes,no,unknown,12,may,146,3.0,-1,0.0,unknown,no
286,35.0,technician,divorced,secondary,,no,-94.0,yes,no,unknown,26,may,114,2.0,-1,0.0,unknown,no
287,52.0,blue-collar,married,primary,Porto,no,1271.0,no,n,cellular,18,aug,131,3.0,-1,0.0,unknown,no
288,35.0,retired,single,secondary,,no,527.0,no,yes,unknown,2,jul,348,3.0,-1,0.0,unknown,no
289,50.0,housemaid,married,secondary,Porto,no,0.0,yes,n,cellular,22,jul,160,1.0,-1,0.0,unknown,no
290,50.0,administrator,married,secondary,,no,697.0,no,n,cellular,14,aug,118,4.0,-1,0.0,unknown,no
291,,management,married,tertiary,Lisboa,no,1033.0,yes,no,unknown,15,may,71,1.0,-1,0.0,unknown,no
292,34.0,management,single,tertiary,,no,421.0,no,no,cellular,11,aug,383,3.0,-1,0.0,unknown,no
293,43.0,blue-collar,married,primary,,no,445.0,yes,n,unknown,15,sep,173,1.0,-1,0.0,unknown,no
294,60.0,management,divorced,unknown,,no,404.0,yes,no,unknown,9,may,95,2.0,-1,0.0,unknown,no
295,32.0,blue-collar,married,secondary,Amadora,no,298.0,yes,no,unknown,29,may,142,7.0,-1,0.0,unknown,no
296,48.0,blue-collar,married,secondary,,no,2697.0,yes,yes,unknown,26,may,79,5.0,-1,0.0,unknown,no
297,40.0,management,married,primary,,no,1231.0,yes,yes,unknown,15,may,184,2.0,-1,0.0,unknown,no
298,42.0,technician,married,secondary,Lisboa,no,994.0,yes,no,cellular,18,jan,453,1.0,67,9.0,success,yes
299,24.0,self-employed,single,tertiary,Porto,no,931.0,yes,n,unknown,28,may,200,4.0,-1,0.0,unknown,no
300,40.0,technician,single,secondary,,no,591.0,no,yes,cellular,14,aug,87,6.0,-1,0.0,unknown,no
301,36.0,self-employed,single,tertiary,,no,2000.0,no,no,unknown,6,jun,94,1.0,-1,0.0,unknown,no
302,43.0,self-employed,single,primary,,no,1337.0,yes,y,cellular,20,nov,632,2.0,-1,0.0,unknown,no
303,42.0,services,married,secondary,,no,146.0,yes,yes,cellular,15,may,670,4.0,346,1.0,failure,yes
304,30.0,management,married,tertiary,Porto,no,1235.0,no,no,cellular,28,jan,119,2.0,-1,0.0,unknown,no
305,50.0,,married,secondary,,no,-197.0,yes,no,cellular,16,apr,125,2.0,-1,0.0,unknown,no
306,47.0,management,married,unknown,Lisboa,no,12245.0,no,n,cellular,7,jul,1103,3.0,-1,0.0,unknown,no
307,,management,married,tertiary,Porto,no,9.0,no,no,cellular,11,aug,386,4.0,-1,0.0,unknown,yes
308,24.0,blue-collar,divorced,secondary,,no,513.0,yes,n,cellular,15,may,61,3.0,-1,0.0,unknown,no
309,38.0,management,married,tertiary,Coimbra,yes,-1007.0,yes,yes,unknown,19,jun,71,1.0,-1,0.0,unknown,no
310,38.0,management,single,tertiary,Porto,no,0.0,yes,no,unknown,8,may,92,3.0,-1,0.0,unknown,no
311,30.0,management,married,tertiary,Lisboa,no,740.0,yes,yes,cellular,11,may,242,3.0,341,1.0,other,no
312,53.0,management,married,tertiary,Porto,no,0.0,no,n,cellular,26,aug,240,2.0,-1,0.0,unknown,no
313,59.0,technician,married,secondary,,no,2342.0,no,yes,telephone,23,jul,226,1.0,-1,0.0,unknown,no
314,59.0,admin.,divorced,primary,,no,0.0,yes,n,cellular,29,jul,604,3.0,-1,0.0,unknown,no
315,40.0,blue-collar,married,primary,,no,,yes,no,unknown,6,may,410,2.0,-1,0.0,unknown,no
316,44.0,blue-collar,married,secondary,,no,560.0,yes,no,unknown,15,may,80,1.0,-1,0.0,unknown,no
317,52.0,housemaid,married,secondary,,no,411.0,yes,no,telephone,12,may,210,3.0,-1,0.0,unknown,no
318,53.0,services,married,secondary,,no,-2.0,yes,yes,cellular,16,apr,144,2.0,-1,0.0,unknown,no
319,38.0,entrepreneur,single,tertiary,Lisboa,no,638.0,yes,no,unknown,9,may,150,1.0,-1,0.0,unknown,no
320,59.0,management,married,tertiary,Lisboa,no,3998.0,yes,no,cellular,16,jul,60,1.0,-1,0.0,unknown,no
321,43.0,housemaid,married,primary,Lisboa,no,94.0,no,no,cellular,23,jul,35,9.0,-1,0.0,unknown,no
322,39.0,blue-collar,married,primary,Amadora,no,519.0,yes,yes,unknown,26,may,117,1.0,-1,0.0,unknown,no
323,31.0,blue-collar,single,secondary,Lisboa,no,297.0,yes,no,cellular,20,nov,279,2.0,-1,0.0,unknown,no
324,27.0,self-employed,married,tertiary,,no,0.0,no,yes,cellular,28,jul,133,4.0,-1,0.0,unknown,no
325,35.0,management,married,tertiary,Porto,no,231.0,no,no,cellular,26,aug,130,6.0,-1,0.0,unknown,no
326,33.0,housemaid,married,primary,Lisboa,no,451.0,yes,n,cellular,11,may,327,1.0,-1,0.0,unknown,no
327,26.0,blue-collar,single,secondary,,no,2007.0,no,n,cellular,13,jul,272,3.0,182,2.0,success,yes
328,31.0,technician,married,tertiary,Lisboa,no,4315.0,yes,no,unknown,21,may,359,1.0,-1,0.0,unknown,no
329,58.0,entrepreneur,divorced,secondary,,no,0.0,yes,no,cellular,7,may,270,3.0,-1,0.0,unknown,no
330,58.0,technician,married,secondary,Lisboa,no,592.0,no,n,unknown,17,jun,206,1.0,-1,0.0,unknown,no
331,44.0,services,married,secondary,Lisboa,no,191.0,yes,yes,cellular,7,may,490,1.0,-1,0.0,unknown,no
332,59.0,blue-collar,divorced,primary,,no,4399.0,yes,no,telephone,31,jul,69,8.0,-1,0.0,unknown,no
333,33.0,management,married,tertiary,,no,250.0,no,no,cellular,4,mar,377,6.0,-1,0.0,unknown,yes
334,36.0,blue-collar,married,secondary,,no,-190.0,yes,no,unknown,27,may,348,2.0,-1,0.0,unknown,no
335,35.0,technician,married,secondary,,no,46.0,no,n,cellular,8,aug,404,4.0,-1,0.0,unknown,no
336,36.0,management,divorced,tertiary,,no,102.0,yes,no,cellular,14,apr,114,1.0,-1,0.0,unknown,no
337,37.0,services,married,secondary,,no,749.0,yes,n,cellular,3,apr,121,2.0,-1,0.0,unknown,no
338,31.0,services,married,secondary,Porto,no,490.0,yes,no,cellular,21,nov,394,5.0,179,2.0,other,no
339,34.0,management,married,tertiary,Lisboa,no,82.0,no,no,,14,may,94,6.0,-1,0.0,unknown,no
340,41.0,blue-collar,single,primary,Lisboa,yes,-137.0,yes,y,unknown,6,may,189,1.0,-1,0.0,unknown,no
341,59.0,retired,married,primary,,no,0.0,no,n,cellular,12,aug,66,2.0,-1,0.0,unknown,no
342,,entrepreneur,married,unknown,,no,1034.0,no,no,cellular,29,jan,75000,1.0,-1,0.0,unknown,no
343,53.0,services,married,secondary,Lisboa,no,341.0,no,no,cellular,12,aug,90,,104,2.0,success,no
344,27.0,unemployed,single,primary,Porto,no,1459.0,yes,no,telephone,29,jan,153,1.0,-1,0.0,unknown,no
345,35.0,administrator,married,secondary,,no,,yes,n,unknown,16,jun,359,1.0,-1,0.0,unknown,no
346,54.0,technician,married,secondary,Amadora,no,827.0,no,yes,unknown,20,jun,294,2.0,-1,0.0,unknown,no
347,59.0,retired,married,primary,Porto,no,363.0,no,no,cellular,30,apr,400,1.0,-1,0.0,unknown,yes
348,57.0,retired,married,primary,Amadora,no,6969.0,no,n,cellular,19,nov,152,2.0,-1,0.0,unknown,no
349,54.0,management,divorced,tertiary,,no,92.0,no,yes,telephone,7,jul,86,4.0,-1,0.0,unknown,no
350,58.0,retired,married,primary,Lisboa,no,69.0,no,no,cellular,29,aug,76,8.0,-1,0.0,unknown,no
351,36.0,blue-collar,married,secondary,,no,0.0,yes,no,cellular,5,may,189,1.0,-1,0.0,unknown,no
352,35.0,services,single,secondary,,no,2223.0,no,no,cellular,17,nov,499,3.0,-1,0.0,unknown,no
353,48.0,blue-collar,married,secondary,Lisboa,no,,yes,n,cellular,16,apr,255,2.0,318,5.0,other,no
354,45.0,entrepreneur,divorced,tertiary,,no,-395.0,yes,no,unknown,13,may,470,1.0,-1,0.0,unknown,yes
355,36.0,admin.,married,tertiary,Lisboa,no,0.0,yes,no,cellular,22,jul,62,1.0,-1,0.0,unknown,no
356,39.0,entrepreneur,married,tertiary,Amadora,no,0.0,no,no,cellular,25,aug,422,10.0,-1,0.0,unknown,no
357,44.0,administrator,divorced,secondary,Porto,no,397.0,yes,yes,cellular,16,feb,127,1.0,257,1.0,other,yes
358,32.0,technician,married,tertiary,,no,2976.0,yes,no,cellular,5,feb,783,1.0,175,5.0,failure,yes
359,28.0,unemployed,single,tertiary,,no,0.0,no,n,telephone,2,feb,39,1.0,-1,0.0,unknown,no
360,43.0,management,married,tertiary,Porto,no,1825.0,yes,no,unknown,20,may,742,2.0,-1,0.0,unknown,no
361,32.0,technician,single,tertiary,Lisboa,no,388.0,yes,no,cellular,22,aug,119,2.0,-1,0.0,unknown,no
362,35.0,self-employed,divorced,secondary,,no,3443.0,no,n,cellular,30,jul,409,4.0,-1,0.0,unknown,no
363,57.0,entrepreneur,married,secondary,Lisboa,no,666.0,no,n,cellular,4,aug,138,1.0,-1,0.0,unknown,no
364,31.0,services,married,secondary,Lisboa,yes,-455.0,no,y,cellular,16,jul,168,2.0,-1,0.0,unknown,no
365,32.0,blue-collar,single,secondary,Lisboa,no,623.0,yes,no,cellular,20,apr,-5,4.0,-1,0.0,unknown,no
366,33.0,administrator,married,secondary,Lisboa,no,252.0,yes,no,cellular,22,jul,270,2.0,-1,0.0,unknown,no
367,41.0,blue-collar,married,secondary,,no,,yes,no,cellular,11,may,273,3.0,-1,0.0,unknown,no
368,38.0,management,single,secondary,,no,53.0,no,no,unknown,9,jun,280,1.0,-1,0.0,unknown,no
369,21.0,student,single,secondary,Lisboa,no,232.0,yes,no,unknown,21,may,110,2.0,-1,0.0,unknown,no
370,44.0,technician,married,secondary,,no,1210.0,no,no,unknown,5,jun,690,2.0,-1,0.0,unknown,no
371,33.0,technician,single,secondary,,no,2583.0,no,n,cellular,6,feb,129,1.0,-1,0.0,unknown,no
372,23.0,technician,single,secondary,Lisboa,no,283.0,yes,no,cellular,22,sep,175,1.0,184,2.0,success,yes
373,27.0,services,married,secondary,Coimbra,no,199.0,no,no,cellular,4,feb,108,2.0,195,6.0,failure,no
374,56.0,management,divorced,tertiary,,no,66.0,no,yes,cellular,30,jul,72,4.0,-1,0.0,unknown,no
375,32.0,technician,married,secondary,,no,-413.0,yes,no,cellular,13,aug,100,2.0,-1,0.0,unknown,no
376,30.0,unemployed,married,secondary,,no,,no,no,cellular,8,aug,61,4.0,-1,0.0,unknown,no
377,34.0,blue-collar,single,secondary,,no,381.0,yes,no,unknown,12,may,102,1.0,-1,0.0,unknown,no
378,44.0,self-employed,married,unknown,Braga,no,680.0,yes,no,telephone,30,jul,84,,-1,0.0,unknown,no
379,42.0,self-employed,divorced,secondary,,no,484.0,yes,no,cellular,21,nov,321,3.0,127,3.0,failure,no
380,53.0,retired,married,tertiary,,no,7132.0,no,no,cellular,13,aug,88,2.0,-1,0.0,unknown,no
381,45.0,self-employed,single,tertiary,Porto,no,,no,no,cellular,19,nov,125,2.0,-1,0.0,unknown,no
382,27.0,self-employed,single,secondary,,no,50.0,no,n,cellular,29,jan,168,1.0,-1,0.0,unknown,no
383,50.0,blue-collar,married,primary,,no,,yes,no,unknown,9,may,257,6.0,-1,0.0,unknown,no
384,22.0,student,single,unknown,Lisboa,no,,no,n,cellular,3,jul,69,3.0,-1,0.0,unknown,no
385,58.0,admin.,married,secondary,,no,2160.0,yes,yes,cellular,5,may,1090,1.0,-1,0.0,unknown,yes
386,53.0,blue-collar,married,primary,,no,38.0,no,yes,cellular,15,jul,321,5.0,-1,0.0,unknown,no
387,34.0,technician,single,secondary,,no,105.0,yes,no,cellular,7,may,146,2.0,171,3.0,failure,no
388,31.0,blue-collar,single,secondary,Braga,no,0.0,yes,n,unknown,21,may,397,9.0,-1,0.0,unknown,no
389,43.0,services,married,primary,,no,2557.0,yes,no,telephone,15,oct,166,3.0,183,5.0,success,yes
390,53.0,services,divorced,primary,Porto,no,200.0,no,n,cellular,17,nov,182,3.0,-1,0.0,unknown,no
391,33.0,admin.,divorced,secondary,,no,140.0,yes,no,unknown,8,may,139,1.0,-1,0.0,unknown,no
392,48.0,technician,married,secondary,,no,761.0,no,n,cellular,21,nov,307,2.0,-1,0.0,unknown,no
393,33.0,services,single,secondary,Lisboa,no,148.0,yes,n,cellular,17,apr,271,1.0,150,1.0,failure,no
394,32.0,technician,single,secondary,Lisboa,no,-5.0,no,yes,cellular,26,aug,300,4.0,-1,0.0,unknown,no
395,50.0,unknown,married,unknown,Lisboa,no,0.0,no,no,cellular,21,aug,120,2.0,-1,0.0,unknown,no
396,37.0,admin.,married,primary,Lisboa,no,7208.0,no,no,unknown,16,jun,117,1.0,-1,0.0,unknown,no
397,60.0,entrepreneur,married,tertiary,Lisboa,no,1164.0,yes,no,unknown,15,may,325,,-1,0.0,unknown,no
398,31.0,technician,single,secondary,,no,4.0,yes,no,cellular,20,apr,172,3.0,-1,0.0,unknown,no
399,36.0,services,married,secondary,,no,84.0,no,n,cellular,27,aug,206,3.0,-1,0.0,unknown,no
400,36.0,technician,married,secondary,,no,3579.0,no,no,cellular,14,aug,308,2.0,-1,0.0,unknown,no
401,61.0,retired,married,primary,Porto,no,2686.0,no,no,telephone,22,oct,84,3.0,-1,0.0,unknown,no
402,43.0,management,married,tertiary,Lisboa,no,370.0,no,no,cellular,28,aug,142,5.0,-1,0.0,unknown,no
403,47.0,technician,married,secondary,Amadora,no,2394.0,no,yes,unknown,20,jun,61,2.0,-1,0.0,unknown,no
404,28.0,blue-collar,single,secondary,Lisboa,no,517.0,no,yes,cellular,6,feb,91,3.0,213,1.0,success,no
405,30.0,management,single,tertiary,,no,596.0,no,no,cellular,4,jun,125,2.0,-1,0.0,unknown,no
406,42.0,administrator,divorced,secondary,,no,154.0,yes,no,cellular,13,may,133,2.0,-1,0.0,unknown,no
407,38.0,management,married,tertiary,,no,-585.0,yes,no,,1,jul,196,4.0,-1,0.0,unknown,no
408,36.0,blue-collar,divorced,secondary,Amadora,no,853.0,no,n,unknown,20,jun,15,12.0,-1,0.0,unknown,no
409,37.0,management,married,tertiary,Lisboa,no,2019.0,yes,no,cellular,13,may,368,1.0,-1,0.0,unknown,no
410,40.0,blue-collar,married,primary,,no,303.0,no,no,unknown,30,may,104,6.0,-1,0.0,unknown,no
411,34.0,blue-collar,married,secondary,,no,-29.0,yes,n,cellular,11,may,200,2.0,364,2.0,other,no
412,36.0,technician,single,secondary,Lisboa,no,-272.0,no,yes,cellular,4,jul,53,6.0,-1,0.0,unknown,no
413,47.0,services,married,secondary,,no,518.0,no,n,cellular,29,aug,96,2.0,-1,0.0,unknown,no
414,29.0,blue-collar,married,secondary,,no,,yes,no,unknown,23,jun,123,2.0,-1,0.0,unknown,no
415,43.0,management,married,tertiary,Porto,yes,0.0,no,no,cellular,21,jul,455,2.0,-1,0.0,unknown,no
416,38.0,management,married,tertiary,,no,238.0,no,no,cellular,4,may,131,1.0,90,2.0,success,no
417,44.0,technician,single,secondary,,no,196.0,yes,no,cellular,6,feb,386,3.0,-1,0.0,unknown,no
418,32.0,blue-collar,single,secondary,Porto,no,5252.0,yes,no,unknown,21,may,1162,2.0,-1,0.0,unknown,no
419,30.0,management,married,tertiary,,no,1476.0,yes,yes,unknown,3,jun,199,4.0,-1,0.0,unknown,no
420,38.0,blue-collar,single,primary,,no,490.0,yes,yes,unknown,25,aug,17,1.0,-1,0.0,unknown,no
421,31.0,technician,married,tertiary,Porto,no,3338.0,yes,no,cellular,21,dec,264,2.0,-1,0.0,unknown,yes
422,28.0,entrepreneur,single,tertiary,,no,104.0,no,no,cellular,30,apr,170,1.0,-1,0.0,unknown,no
423,37.0,technician,divorced,secondary,,no,1176.0,no,yes,unknown,21,may,282,2.0,-1,0.0,unknown,no
424,31.0,blue-collar,married,secondary,Lisboa,no,136.0,no,no,cellular,12,may,228,2.0,267,1.0,failure,yes
425,35.0,blue-collar,single,secondary,,no,3507.0,yes,no,cellular,8,may,422,2.0,-1,0.0,unknown,no
426,47.0,administrator,divorced,secondary,Porto,no,207.0,yes,no,cellular,2,feb,244,1.0,271,4.0,failure,no
427,48.0,administrator,married,unknown,Lisboa,no,3756.0,no,no,cellular,14,aug,65,10.0,-1,0.0,unknown,no
428,58.0,entrepreneur,married,tertiary,,yes,,no,yes,cellular,25,jul,138,4.0,-1,0.0,unknown,no
429,43.0,entrepreneur,married,primary,,no,0.0,yes,no,unknown,30,may,222,9.0,-1,0.0,unknown,no
430,49.0,blue-collar,married,secondary,,no,1039.0,yes,n,cellular,14,may,156,2.0,178,1.0,failure,no
431,54.0,services,married,secondary,Lisboa,no,812.0,no,no,cellular,31,jul,113,6.0,-1,0.0,unknown,no
432,51.0,unemployed,married,secondary,Porto,no,425.0,yes,n,unknown,14,may,286,14.0,-1,0.0,unknown,no
433,57.0,retired,married,tertiary,,no,1292.0,no,no,cellular,24,mar,89,1.0,-1,0.0,unknown,no
434,31.0,blue-collar,married,secondary,,no,873.0,yes,no,unknown,23,may,145,4.0,-1,0.0,unknown,no
435,41.0,management,married,tertiary,,no,0.0,no,no,cellular,17,sep,294,4.0,63,11.0,other,yes
436,38.0,admin.,single,secondary,Porto,no,3239.0,no,n,unknown,5,jun,817,2.0,-1,0.0,unknown,yes
437,33.0,admin.,divorced,secondary,Porto,no,961.0,no,no,cellular,30,jan,308,2.0,-1,0.0,unknown,no
438,27.0,management,single,secondary,Lisboa,no,,yes,n,unknown,21,may,162,1.0,-1,0.0,unknown,no
439,56.0,technician,divorced,secondary,,no,99.0,yes,no,unknown,6,may,155,2.0,-1,0.0,unknown,no
440,33.0,management,married,secondary,,no,609.0,yes,n,unknown,21,may,239,2.0,-1,,unknown,no
441,55.0,blue-collar,married,primary,Lisboa,no,-1217.0,yes,n,cellular,19,aug,242,4.0,-1,0.0,unknown,no
442,38.0,entrepreneur,married,tertiary,,no,1514.0,no,yes,cellular,21,nov,160,3.0,120,3.0,failure,no
443,36.0,management,married,tertiary,,no,139.0,yes,no,cellular,20,apr,79,1.0,-1,0.0,unknown,no
444,35.0,blue-collar,single,secondary,Porto,no,4845.0,no,no,cellular,19,nov,718,1.0,-1,0.0,unknown,no
445,44.0,admin.,married,secondary,Lisboa,no,251.0,no,y,telephone,28,jul,122,3.0,-1,0.0,unknown,no
446,37.0,blue-collar,single,primary,Faro,no,914.0,no,no,unknown,11,jun,72,1.0,-1,0.0,unknown,no
447,30.0,technician,single,secondary,,no,,yes,no,telephone,3,feb,678,2.0,252,1.0,other,no
448,51.0,management,married,tertiary,Porto,no,994.0,no,no,cellular,3,sep,268,1.0,98,3.0,failure,no
449,50.0,management,married,tertiary,,no,8205.0,yes,no,telephone,25,oct,293,3.0,508,1.0,other,no
450,42.0,blue-collar,married,secondary,,no,0.0,yes,n,cellular,25,jul,184,2.0,-1,0.0,unknown,no
451,43.0,management,married,tertiary,Lisboa,no,409.0,no,no,cellular,22,jul,100,7.0,-1,0.0,unknown,no
452,46.0,blue-collar,married,secondary,,no,1934.0,yes,n,unknown,13,may,20,1.0,-1,0.0,unknown,no
453,64.0,management,married,tertiary,,no,4688.0,no,no,cellular,21,oct,200,1.0,-1,0.0,unknown,yes
454,35.0,technician,single,secondary,Lisboa,no,4645.0,yes,n,cellular,11,jan,502,3.0,270,40.0,other,no
455,31.0,administrator,single,secondary,,no,738.0,yes,no,cellular,18,jul,381,1.0,-1,0.0,unknown,no
456,59.0,blue-collar,married,secondary,Amadora,no,681.0,yes,no,telephone,14,apr,427,2.0,-1,0.0,unknown,no
457,37.0,blue-collar,married,unknown,,no,622.0,yes,no,cellular,11,may,175,,-1,0.0,unknown,no
458,39.0,admin.,divorced,secondary,,no,83.0,yes,n,cellular,30,jul,69,6.0,-1,0.0,unknown,no
459,38.0,self-employed,married,secondary,Lisboa,no,581.0,yes,n,cellular,4,feb,281,5.0,-1,0.0,unknown,no
460,46.0,blue-collar,married,primary,,no,1227.0,no,no,telephone,28,jan,157,3.0,-1,0.0,unknown,no
461,29.0,administrator,divorced,secondary,,no,-254.0,yes,no,cellular,14,may,406,2.0,-1,0.0,unknown,yes
462,32.0,management,divorced,primary,,no,137.0,yes,no,unknown,20,may,13,12.0,-1,0.0,unknown,no
463,31.0,technician,married,tertiary,Lisboa,no,0.0,yes,no,unknown,4,jun,67,2.0,-1,0.0,unknown,no
464,44.0,housemaid,married,secondary,,no,2541.0,no,no,cellular,27,aug,138,3.0,-1,0.0,unknown,no
